"HolderAddress","Balance","PendingBalanceUpdate"
"0x796053be3e77926f3bfb5f3f0200b8e6e7d486d1","3","No"
"0x799958c8231de8d1ee6cd45c976611773b349154","2.7","No"
"0x79d7a1057c4993ee6abb96dd917b5fd50021c69f","5","No"
"0x7a5b6f12a70db56c43a56f2340c4b2738fde9e37","8352.67","No"
"0x7a85a46a8dfcfe7bd0aeffffea3d3633d1e61a7a","0.95","No"
"0x7ab9b3e3e0606cf82f936b100218157ead0947a2","849.64","No"
"0x7c3caebb0e700bd62dcd7d318890b53164fbbd08","6029.43919933","No"
"0x7c44c63e4e45262b7b29f4ca0dd6a6d2af0da44e","11.92974847","No"
"0x7c7e89dbc0caee7e95245f8f2f3d45cdaa3f104e","0.9973","No"
"0x7c944cc33a48dac052cd0eaf7231d608e7b2c641","36.7825","No"
"0x7d47874fb80e1c659b54289871f67e476373dd8c","39.9002865","No"
"0x7da4cc4a869c0240cf6e15848cdda5d2d5c4ebd5","395000","No"
"0x7e1844dd45bb5268c0c827c7fd81078c96e89aab","5811.296992","No"
"0x7eb15ff60f171380724655ca0572852802ae4688","10","No"
"0x7ff132f942dae35275bc5982832d97679b8f457b","54","No"
"0x7ff8ffa591391dec219f8a4120f78daf9f3fb85c","200000","No"
"0x8037b4fcfc58a4e3847e55b3f4b2fd5002293fb9","1001.32","No"
"0x803defd245659150cbc86873a0ae3c8b06d7c485","0.95","No"
"0x80f51bf1cc8667003af9fb60372f4355e950136d","13","No"
"0x81a58058df9dc84106781ed18def2837eeee308c","9","No"
"0x83259ce184540c101ba4d8b217eac0c96c729b03","24.70246","No"
"0x8405ffd337efed846b72295b6107936a7c055137","10","No"
"0x841538aca3838efcd55ff2539c09ec5b77182193","46.4","No"
"0x848edf0467d409564138cba83d69e03df8f19faa","75.946017","No"
"0x84c4b427c73fa3c8fc068df420e8910c7b1d851c","87.43185","No"
"0x84f24b4a7b2b06c0b0e6385123d47e268e59cffc","0.004","No"
"0x850202e6495692f2892dd36885ffb5e59e8d130d","2297.2","No"
"0x85a500f09b15e7b64ea5fc8387f40e30cf652b66","13.8458","No"
"0x86406e8ce2afb13b16d9b13cd1caf06fbe40d5b8","12607.20528","No"
"0x864263449fec140702d0b094d0b2c21f4126f7ea","0.6","No"
"0x86b47ea61ca81abc8d55faafd8d7ad09821f5646","300.27","No"
"0x87031ead8d664522e8508c3b69fa09cf1eb01add","93","No"
"0x87228319742b90eb2322ba0e04f4749b68e44589","108.527","No"
"0x876eabf441b2ee5b5b0554fd502a8e0600950cfa","15316.01258092","No"
"0x877a5b52139a5cc3335953f432c6003b002c340a","49.55636014","No"
"0x877ccfab431c430975bc0dfeef5af7c64912622b","2.3","No"
"0x878bce522c077c62cb1ad1e488c65c0a2e58fe9b","286","No"
"0x87f69866a836aaa1cdc35fd22aa8b2161dbf0f8d","50","No"
"0x881a9aaf8b246344210bd09e5b6767321ebfd1d8","0.047094","No"
"0x8839ebd49d2b9cc4b72ef6d34a4e8ef4047218a0","0.99","No"
"0x887593ee0d809b3cd0eecebd1f65a9683660a85b","588.4659","No"
"0x895cc4434c243cec61a1a685425397320dfeeafe","33","No"
"0x89a1a02d89ae22c82f6f2e57548fada5016b5a0a","375.279","No"
"0x89a7375cc4abb1b61e3a42fc6af48ae962a0e19d","20.9853","No"
"0x89cea0f896f88d4a1cc45ccfd864903c38d1789d","8.5","No"
"0x89e2bdcdf51d25ede51bd024153bc3fbe9ff0548","86.4475968","No"
"0x8a02d348ab05ddeaaa2a357e757d5d94e70384af","6.0643276","No"
"0x8a0c62b9f61449cfa0a5ffd8513df9df2bfc409c","867","No"
"0x8a1c9ff20cda04710bb262638b298152541e3d12","99.4044886","No"
"0x8a8a2ed1728216689e5c947d862a8d5e4bca4f86","99.955663","No"
"0x8ab89ab0993aabae60d98617c30326832713d49b","9.3981116","No"
"0x8b65f9ab5c311f50f81b41d4bdf3a113a2be31fb","8","No"
"0x8c11437e11a1ef48dcfb4d6d5d5af3095bcc9b5a","0.3707346","No"
"0x8d0c175db1d40c1e49fd4ef28c19d3051774e17c","5","No"
"0x8d8acc8908f1637bb2c43b8d6756d237eefc61ae","0.51","No"
"0x8dc6fdd03f727adedb161721f5eff279603a4916","9","No"
"0x8ebe893ba6a3b7a1cff3a090a4e0ad6a8587b18f","3","No"
"0x90b5bc52bbb6f33bc9183b9c8c0cefcd40a16c82","3","No"
"0x91f884a25e3c8d4fa5e6d1bff14c14da09494f24","19.9","No"
"0x92369d0de3003b40730d000543aeb98e975cf655","19","No"
"0x924cd9b60f4173dcdd5254ddd38c4f9cab68fe6b","25","No"
"0x9378da27e19e1cd30d0bcc1c90fcca3a683cfe28","61.45876","No"
"0x93a4b53f52627b2ee019d4a471e408981c45e0f0","51.71","No"
"0x93be51af76dc935779f774dad126f99ff9bf1988","605000","No"
"0x93d23e92bd25958dcc465985c371eb0eabd09a76","52.0966918","No"
"0x93dc54512aa7b228191833b2e3341530abba9868","20.021518","No"
"0x93dd6092090c61a39fa0be6bb35c317bcf727075","6652.62591768","No"
"0x9404dac19f32ee2c0c17c6dde640ee73c7b589b5","154.2","No"
"0x95616a3885f9f5357ab4092ee811ed0fce5e0318","73.950579","No"
"0x958f622f5ff7b472fd3eb7a3c6c92e3b2f2b0813","20","No"
"0x95e0c72bb9726d5e2ff8632ef800d195fbb568be","26","No"
"0x966f9c8f8f4d9e7517390c800782f9917e65811d","55.4","No"
"0x97137466bc8018531795217f0ecc4ba24dcba5c1","71928290.2477616","No"
"0x98000cb316d0dae21ce65e2a04a2ed01903e1478","3","No"
"0x986a2fca9eda0e06fbf7839b89bfc006ee2a23dd","181740.7016026","No"
"0x98d29f6b55b59cef1d6c4c9f9b065302989d23d1","0.05","No"
"0x99309cf73bf8770362e61873ae6edd5d432f19b3","433.69538","No"
"0x99d504151919cb71014e69bb86a6d0debc6b2320","9","No"
"0x99d9067244d363746f6b177f6bc8eb24e8dad8aa","50","No"
"0x99e4a1fc03f81b8d3d9039ce326720db31aa3373","8.5","No"
"0x9a1af4593defe3b5f0f6f432c28027f8242d42b0","36.48362269","No"
"0x9a32c5f1d20d5059111315de16a5884b12bd81dd","1.0082","No"
"0x9a445abbede1028967d5a3e0cc310ed9ab65a376","89.9623","No"
"0x9a92f02e88d62e8839aae770036fc33487440507","52","No"
"0x9acfdb07c5c8830d91df60ce134f606827bf74e6","323900","No"
"0x9b66137da669f2e6277832a3d2c91edfe963e64c","0.2","No"
"0x9c1a9ef283918dc086eb8ea9cfce12953bcb2b86","6232.33","No"
"0x9d14764bdeb50e7732f36dd7b74fa5421db4a1a7","1.8324","No"
"0x9d64c0cbaf8a1549d62cf04e2c02ea6246dab306","13.33","No"
"0x9db777aa4d2c06ca8dfce462c24e543f06c7edd6","0.17","No"
"0x9dc57560dc50ccfb7475b78b594b2444cfb7a1a5","29.66","No"
"0x9e03b0c90b40594ded1d8eff6f16c49a359eeea6","3641.85","No"
"0x9e4200aea741a1d0dfb0952a3d02a6829f704c7b","9.7982","No"
"0x9fc03a5b5c03c86a500c492a4dffd118b2b1bae4","63","No"
"0x9fd5f6ccb034bbac4c8add71427643f678c4e8bd","10000.88365995","No"
"0xa0769c822a677bb4a963a49c74350861e27db8ff","8.5","No"
"0xa079d7d26c9c42ee03f3d7b7c6746d9263c96ed1","61.5513","No"
"0xa082b0ce9ed0e0c444feaf7599cda1002195bca0","76.305181","No"
"0xa12431d0b9db640034b0cdfceef9cce161e62be4","3E-08","No"
"0xa152077f3702762a30fb2926377b569b453694fb","0.92474","No"
"0xa1e0cfa4f2e91a0a32e384568e583ce2f3b3cfc8","470.1921","No"
"0xa23cba89f6c2c2110d1b9b68971e84b608e1eab3","26.859","No"
"0xa2898c557d436bec21ce9ee8d23d1631da061be2","2","No"
"0xa2a1e3f5198606ed7ac23d30b883a20b9c133400","9","No"
"0xa2c29028a8fd45439f597ae3b7e9a53bfb9ad09b","50.7147","No"
"0xa2e2ceb0d5b2ebbb5fb8a948cfe1917cfe890721","18.69","No"
"0xa325b0aa26a1fc38a9e1ae6fb0d2b4817fdf7742","2196.84","No"
"0xa3e950bde7acccd4f83d0484dfcf0e752b268c00","82.03","No"
"0xa3f2bc882c7d000d599c124ebb216b19b9b5d69d","5","No"
"0xa49b4b285c1a679aac9b427547aa8357b5a2e826","650.26864","No"
"0xa50d7c035a2c4997a75186ad24c37fecfb19737d","761.4032061","No"
"0xa61009430b8977f852df192d496463371c99370e","9","No"
"0xa637c52234fcbe0f217b790b0b1426db1d08f3b1","0.49405","No"
"0xa66e979cecca1a90b217d2d0a4336242b14d25ad","81","No"
"0xa6a159ef8c40ba970c80cbc4a18b6ac5cac5b00f","5","No"
"0xa712503e840648c4fcaf569e6db9a1911b82224e","10.43491738","No"
"0xa7266c1a90b5a65ad2a976612ef08ce9a7df0a95","69.97","No"
"0xa7decf50bcf6d41e0d1dc29c68a5acb51f13ba53","9.52","No"
"0xa7fe955a4bee6d493d105a837d1024606240a627","8.5","No"
"0xa844b52a6efd4a7bbc5afe1ce2852dd7ec27f022","6224.09182","No"
"0xa99be7f403aabc9307778c0a650ff6f7a3455fd3","81","No"
"0xab5c66752a9e8167967685f1450532fb96d5d24f","35842.588875","No"
"0xab61ff30d322627e7c113f7b5b666a811f42e4ba","49.591543","No"
"0xab92ee2128a53a882d30160ca77b2d25772a19e2","5","No"
"0xaba7e21f3eff840bda71f9f077a9d5720489cf57","26.2763946","No"
"0xabaa5d760d7d866e68ddb8510c2b50d2524e9c3a","22.07","No"
"0xada1993d1a208800b340e5d639b6b5e7686a5d94","2.070596","No"
"0xae25680c1e0739cf4c097169259b69a3af6e564e","28","No"
"0xae3662cb1f3d01ea405553902088ed880c20e592","2E-15","No"
"0xaec3e6638c53cfdb8b23aa5f64cfd9bb5957b9b1","49","No"
"0xaf9811c73ddcecca45ded943cf5d671c79f4ca57","90.3","No"
"0xb028f98def5ca5fc8b6c746e51f6592db57a7371","49.19","No"
"0xb09e740330c992068dbb0d70503b23a6835a11a6","16.9619","No"
"0xb0bf3f16c10630684d824c1d5b7dd70f371e7d68","94.30034","No"
"0xb0efef41a35630541f5bcb6f9cf2c5d515e4852b","49.6","No"
"0xb1a37c151f5c8728825d87e64401ffe0f55f2443","50","No"
"0xb29bdaef8fe60f3226fdeef00b35ad273c7e1a7c","37","No"
"0xb33580ca0b517f2d28ed692864ed2cf7c4bd0b3f","6","No"
"0xb3d7d73cd02de9c605722dde2e0ee07ebc92cd8c","1075.004569","No"
"0xb4c54444fc878a37d83293e8fc47bcd95d3e1d7d","53.96","No"
"0xb4d59bfdfd46bc104f446ca5fac7713220e33b27","4","No"
"0xb52a18ad5b93404d614521a82fa009c8502cd6b0","32.10694","No"
"0xb59d5485258bde465ba5e5c374ec57455af2f35e","57.71","No"
"0xb60bef82b15964484f67b24b6b2498b65cd946cf","0.6","No"
"0xb60ceb72f56c08371090e9d13d5a22878ec4b161","6.136","No"
"0xb71cc1193c501b298e0c94339b8fb241a0e55a27","500","No"
"0xb721cd18385ad683bcc579c9eff8451dce756b54","53","No"
"0xb7820d1d2bd96f4784dad3eaf4aecd0be1271841","71","No"
"0xb7d2f5eb02466af360fcdd0b89b2aa0c4a570386","99.47","No"
"0xb9ee1e551f538a464e8f8c41e9904498505b49b0","53630.76322039","No"
"0xba9c8c2565be0a80690b94d44cea2905ce581bc4","30.609","No"
"0xbb1df48eec69898a80533624d47ad32d36543bca","11947.766","No"
"0xbb2879457867f5aa85f6e5a789905ed8c1a83403","0.65","No"
"0xbb879307511f899bedff5b7d0cdf67638f8e7b6a","1.47","No"
"0xbc22150576ed25e826005387a619238ffc414342","4.6","No"
"0xbd60e456b87bbc032ab6a593d612f1f4fd0e3b6f","15.2","No"
"0xbee52e4d7fe6b2cf9270d516b230a8657af51176","19.8325","No"
"0xbf3d39c03b8eb95ff447a2a4e9fe3d80365a9ecb","4","No"
"0xc012026fd3b02229e2f9e301d7d4a4a616553e33","4.5954","No"
"0xc34feee0cb76c397c0332b618a3b6eebc7db86ba","200","No"
"0xc3a35b47e79967aab1e75881c2739fb0affb0558","29.423741","No"
"0xc3ad5105859186148cb14ce6f7866d23382d33d6","24.74023","No"
"0xc3f7a7ed42125d2b45bcf8ebcb9fc5657eb674cd","1090000","No"
"0xc448be528978fdbf38cc7dd6c53cb00ac0d499e8","16","No"
"0xc4544d6a20a5649edbe51661b9f5f98b2a173b3a","3.48615","No"
"0xc4af4801515ed5d5cc5eca726b654cefe02b6fc1","7.34223","No"
"0xc4c6a0720540eaf4236d0697b9fb2a4ebe8b2964","22.37729","No"
"0xc5080005729677e2dfe83ef002588743ce7a4cc3","100","No"
"0xc582430ba8cba4873c7e8203b05d1c7e9ec78f2a","0.9214065","No"
"0xc5d9a43f79bc2d58541c73f26875ae2a2cf2ca89","0.919812","No"
"0xc5edaa27eca096ae15756ae3a2f1d38d0e3996f2","44.74227963","No"
"0xc6343c8b64c79e801dbdcd455b954dcb65a48b40","228.04","No"
"0xc6e0518c46be8f2ea3c954fb868e18d959db164c","19.94","No"
"0xc734d46f347ec50e93524708888e698b29c7283e","330","No"
"0xc859f5ec16f107cad7c30559fed6f8d13aac858a","0.0852082","No"
"0xc8616b4ec09128cdff39d6e4b9ac86eec471d5f2","314.04498","No"
"0xc8fe4dabeec9ace0a9e48a3d604b1bfb45cbd61a","2","No"
"0xc9129839b2fb8c37f90013ff2d7746c3b43b4267","41.817","No"
"0xc9c3c8d5640e53ce55a114b00c2387e44f497574","12.3273566","No"
"0xca174f1b6707381d0f278d515bc3fe115f8c0b27","32.44709","No"
"0xca3f48728fe7aa16eeb311a245c660232945d561","1","No"
"0xca9ca66b593c5f1f7cec777d2d207fcfd5f05088","14.6","No"
"0xcb0d7469180c88aa55b5e437265327124d4153de","10.3908","No"
"0xcbfc78d7e26c2ff131867ed74fa65572dad6fc90","15.35419","No"
"0xcc8f7c9f0ff9077ddad9728c778c9dfe9a65091d","94.25","No"
"0xccc8a9372962a9138570e0da1fdce569dc3c2d3d","0.1","No"
"0xcce1715e6b9c0663c9335da8c4989e76cc56d9d3","0.56","No"
"0xcd453fb0641de81252960f92000a2d394248d7bd","214","No"
"0xcf02304bc8173d767f683089c18b8d734dd6a4b6","25","No"
"0xcf0efacd7c90214a9cb15b9e3dedaad6db2b2388","247","No"
"0xd01db33ffa4f3252b356b90e0db794fea10b8db7","2.42E-05","No"
"0xd042f2d725b3cc909153d3f55074f099ede421ba","1000.85217954","No"
"0xd0e066065fbf3cc8b0c3a7d5d76903ef5eb51809","26.678","No"
"0xd1249c6af9025b650d2f494ccfe8fd28d332ec9a","126.5429","No"
"0xd202dd30921a95eef92d83b265af691b74a2b946","1","No"
"0xd24034ba345ad981679d93a2410d68d723f22eeb","85","No"
"0xd24e6e0aea93a32d5e598ed0cc6d8ebaf120ce01","0.999335","No"
"0xd2ffebcdc03cf1987ef62c1835de05a708bc2ec6","71","No"
"0xd38a67152370b6b2317ee2b12bbe14febb6ebecf","83.98404","No"
"0xd53016b49f467d610b16150f67b0213562543b27","10","No"
"0xd551234ae421e3bcba99a0da6d736074f22192ff","0.94942724","No"
"0xd5e542aaec6fd1bcd68c97237de67c923401e7dc","24.6475114","No"
"0xd6137678698f5304bef86262332be671618d5d08","310.08","No"
"0xd63c51d9bef8b03238136a20b8a51b8e4106ac86","1.3157","No"
"0xd70a032d9ddfc924dbec272bd6042debec36c013","0.99601","No"
"0xd718850019308c9f77a48cac7e580f4e3379c7ac","4","No"
"0xd755ed46c19bcea3fba83dcaf7317d22e26b56c5","3","No"
"0xd769010d3813bafaf4addbfe258eafd07828bb83","173926273.57056","No"
"0xd9494542e80a04982a03e70a9d04483fe04b1bdc","63","No"
"0xd99c41703d5bd44eb80d8bc8d1d7d2ccdd324894","56","No"
"0xd9d93951896b4ef97d251334ef2a0e39f6f6d7d7","8750000","No"
"0xd9e91f74025a8c9f5203bd78ab58a6322abaeaf6","50335.942959","No"
"0xda689658b18bd5194ce3a49f73349ca3070d91ac","2.19","No"
"0xdafa7ea2189bc0919af71b98ee2864cb2c5afb96","53","No"
"0xdb746a9b66aaf76effc167279d802b8604538809","117.13205","No"
"0xdc0590605f371a7321524e6bc05fc87c81c18355","499.72","No"
"0xdc1f0c07202629be59e1f5396e7d78803423650e","132","No"
"0xdc5dd23143fa450b90067f3eb3e61e10f153db6b","4284.4677768","No"
"0xdcbc2317ffafe26fb138ffc19650854ed5bd8f17","10.47","No"
"0xddd97c04c3ee4b166332136e3d4c76318d528324","2.6571","No"
"0xde2a3a9afd41ba90c58992c645e49218a59b1cfb","191","No"
"0xdf215e7e4058a3e48bd8b5a4bfbbb79ff1d08180","664.865194","No"
"0xe039768408c0eca9ea363b5bfc2eeb20b64fe3ac","0.41","No"
"0xe05e81f1599dc3cc77feed24bd205cb8f65ce9f7","7.533928","No"
"0xe0f6141f5faedce8dccbec9a05f5198f79af8c5c","3432.7162095","No"
"0xe1441c61bfa1f10d9ce1dc453b1ec7d57516d349","79.20029","No"
"0xe1aa441644ebb251ec57f63365be55d2668f5967","378","No"
"0xe1fbea779b59c073e23579844dc33f8946ec0fe1","25","No"
"0xe269b2eebe94c09c7d9dcf30f8f995d7eb4966ba","9","No"
"0xe2da7e63453e63cd5fb133b9af06ae41cf46c1b3","95","No"
"0xe3e7914597b148c39175d18ede0c980789608da7","2.72217999","No"
"0xe427dabb0f96a7f9838e1acc61cb1e86b78c8c0b","1","No"
"0xe4e63ecf009bf7083cb03df1eac73c63eb0a8bf9","40000","No"
"0xe510ae1214d6a0e74908cff60fea9b41d64a50e8","69.063187","No"
"0xe6622b94f29274c4d5af272c2f22741a89d5f040","20","No"
"0xe687885269d127d05b197b20db64e416628290ae","103.46778","No"
"0xe7ff3a112f47e5e38b234f1d01deeb3396dcf998","17.94298","No"
"0xe81ec515039424436a54a9deb236a27c84f485fb","0.9555565","No"
"0xe88bbba22b5703ebebbe292275f0f03a907a49ed","8.5161","No"
"0xe8e570d86fa5b3ef867697c810990eac43fbad24","20","No"
"0xe9138d43ea23b62e9c7cf54e2af8570ce3de6e13","2","No"
"0xe93381fb4c4f14bda253907b18fad305d799241a","110178.0072847","No"
"0xea3c493990f28ffa79552db6bed0c9c57c5888c6","112.9525022","No"
"0xea92cfd6bcc0ee00f777515ae2bbb5dbb2d5a0d1","50.964615","No"
"0xeb8976696bc4eb33d08dd98c97da49aeebc6f8f2","0.998","No"
"0xebb718fa10d340a0674f4bc5b5447b3eae00cec1","1637.11217453","No"
"0xecc97e484947cde76fbc41af58f5530793d4124d","22.64699","No"
"0xeccf61ce32af9917113474b81661202007764c5d","349","No"
"0xed78009700855057a1a396f52860ac035fe4a928","20.14","No"
"0xedbdaa42a04ef3cf95ce9a5ead83f711f6860c9c","0.0006","No"
"0xeddef3c2dc7124d0743ddd27f307d315b1feb793","41.31643","No"
"0xee4db42b9bdcea6e9953ec9ad1ee5c9831973ab4","96","No"
"0xee9263ebbdfca5025c1826688070da0b4287becd","250.93","No"
"0xeec8c4b6caa4842040235798e1931596cceadb82","10","No"
"0xef77838202a6a2c897e045be5e51022a4d176dcd","8.5","No"
"0xef7e0abee19ede24ba5a3db9c0e62fd2598933f2","36.9926","No"
"0xef9a85ff6fc161e88b58056a3b94a7f207d20336","34127563.9327722","No"
"0xf18266a65f0551f50991da55358483479a409ab5","99.13","No"
"0xf1dc81cb865c27b2575b844fcbd2855a726769f7","18.51198","No"
"0xf24ce25b7531654fb0c29449075c5bef4e75e6ce","48.3","No"
"0xf4536185e4d4e0cf2c2767d800a0a27c9bb1511c","4044.25892","No"
"0xf5a2a24dcf34a00cfcb7cf179710fc3d475013bf","5","No"
"0xf5eb6e24413dd03703c0b404d6ae8589cf364e48","0.4152","No"
"0xf67b249404cce59fbe58764e34cc437944b60ba4","1.40135626","No"
"0xf68e2484b64efd2b127c1fab5098682efebf1b12","50.3519522","No"
"0xf6c1df8b1a40ee128c7a3e01b18b6c7c7f2377ff","87.63104403","No"
"0xf72ed7f9629ca528aed4942f0fce44b6e9e25328","2727.795","No"
"0xf73653fa3fa3d28b8c31b43ebf27a960568a8051","179.52","No"
"0xf7c8b97a2f8e6df7e0126e6fa953e257b7de9dc2","1.06","No"
"0xfa453aec042a837e4aebbadab9d4e25b15fad69d","28106.16960502","No"
"0xfa5d529262e9b762914b70eda72ba5f3a66ff2de","10","No"
"0xfb5db78660929c73bf66881586fae2fcf9e99dc0","15027","No"
"0xfb902852e4ca7cfe7ba12559d84976e931b787a9","0.03825105","No"
"0xfc3c60a1625d1751e8b1f3d2d4bac4591f627c36","37","No"
"0xfc442a70f8f4e3d436f1cf8d666d29aa02c3594b","399.51","No"
"0xff2594944745bcf198d84afa3726ff34c89941c5","1257.78","No"
"0xff495eacaeab7af9c8c3c26fd1c302330f4333d2","43","No"
"0xff8cb08f13083183d546e5ad31f268b54ac3bf8e","7.46","No"
